CASENO,VEHNO,DRV_AGE,CONTRIB1,VEHTYPE
2002C01748,1,19.0,,1
2002C01749,1,32.0,,2
2002C01750,1,35.0,,1
2002C01751,1,58.0,,1
2002C01752,1,23.0,,2
2002C01753,1,18.0,,2
2002C01754,1,56.0,,1
2002C01755,1,78.0,,1
2002C01756,1,62.0,,2
2002C01757,1,53.0,,2
2002C01758,1,68.0,,1
2002C01759,1,45.0,,1
2002C01760,1,35.0,,1
2002C01761,1,38.0,,1
2002C01762,1,28.0,,2
2002C01763,1,55.0,,1
2002C01764,1,54.0,,2
2002C01765,1,27.0,,1
2002C01766,1,37.0,,2
2002C01767,1,44.0,,2
2002C01768,1,55.0,,1
2002C01769,1,41.0,,1
2002C01770,1,44.0,,2
2002C01771,1,40.0,,2
2002C01772,1,82.0,,2
2002C01773,1,60.0,,2
2002C01774,1,31.0,,2
2002C01775,1,58.0,,1
2002C01776,1,42.0,,1
2002C01777,1,18.0,,2
2002C01778,1,20.0,,2
2002C01779,1,50.0,,1
2002C01780,1,25.0,,1
2002C01781,1,54.0,,2
2002C01782,1,51.0,,1
2002C01783,1,27.0,,2
2002C01784,1,23.0,,1
2002C01785,1,53.0,,1
2002C01786,1,35.0,,1
2002C01787,1,42.0,,2
2002C01788,1,17.0,,2
2002C01789,1,33.0,,2
2002C01790,1,67.0,,1
2002C01791,1,47.0,,2
2002C01792,1,36.0,,2
2002C01793,1,30.0,,2
2002C01794,1,48.0,,2
2002C01795,1,55.0,,1
2002C01796,1,45.0,,2
2002C01797,1,51.0,,2
2002C01798,1,21.0,,1
2002C01799,1,44.0,,2
2002C01800,1,32.0,,2
2002C01801,1,70.0,,2
2002C01802,1,75.0,,1
2002C01803,1,50.0,,2
2002C01804,1,54.0,,2
2002C01805,1,41.0,,2
2002C01806,1,55.0,,1
2002C01807,1,69.0,,1
2002C01808,1,53.0,,1
2002C01809,1,40.0,,0
2002C01810,1,49.0,,1
2002C01811,1,33.0,,1
2002C01812,1,47.0,,1
2002C01813,1,55.0,,1
2002C01814,1,34.0,,1
2002C01815,1,42.0,,2
2002C01816,1,51.0,,1
2002C01817,1,,,1
2002C01818,1,36.0,,2
2002C01819,1,42.0,,2
2002C01820,1,24.0,,1
2002C01821,1,,,0
2002C01822,1,28.0,,2
2002C01823,1,33.0,,2
2002C01824,1,39.0,,1
2002C01825,1,51.0,,1
2002C01826,1,56.0,,1
2002C01827,1,47.0,,2
2002C01828,1,47.0,,1
2002C01829,1,37.0,,1
2002C01830,1,18.0,,1
2002C01831,1,70.0,,2
2002C01832,1,55.0,,2
2002C01833,1,38.0,,2
2002C01834,1,42.0,,1
2002C01835,1,27.0,,1
2002C01836,1,42.0,,1
2002C01837,1,26.0,,2
2002C01838,1,47.0,,1
2002C01839,1,31.0,,1
2002C01840,1,35.0,,1
2002C01841,1,39.0,,2
2002C01842,1,39.0,,2
2002C01843,1,39.0,,2
2002C01844,1,35.0,,1
2002C01845,1,21.0,,2
2002C01846,1,68.0,,1
2002C01847,1,51.0,,2
2002C01848,1,42.0,,2
2002C01849,1,37.0,,0
2002C01850,1,49.0,,1
2002C01851,1,33.0,,1
2002C01852,1,41.0,,2
2002C01853,1,30.0,,1
2002C01854,1,38.0,,1
2002C01855,1,72.0,,1
2002C01856,1,29.0,,3
2002C01857,1,34.0,,1
2002C01858,1,49.0,,1
2002C01859,1,59.0,,1
2002C01860,1,79.0,,1
2002C01861,1,21.0,,1
2002C01862,1,48.0,,1
2002C01863,1,39.0,,1
2002C01864,1,50.0,,2
2002C01865,1,49.0,,2
2002C01866,1,16.0,,2
2002C01867,1,44.0,,2
2002C01868,1,49.0,,1
2002C01869,1,53.0,,2
2002C01870,1,39.0,,2
2002C01871,1,36.0,,2
2002C01872,1,71.0,,1
2002C01873,1,21.0,,1
2002C01874,1,21.0,,1
2002C01875,1,40.0,,1
2002C01876,1,49.0,,2
2002C01877,1,39.0,,0
2002C01878,1,64.0,,2
2002C01879,1,24.0,,1
2002C01880,1,47.0,,1
2002C01881,1,49.0,,1
2002C01882,1,42.0,,1
2002C01883,1,30.0,,0
2002C01884,1,18.0,,1
2002C01885,1,38.0,,2
2002C01886,1,40.0,,0
2002C01887,1,38.0,,1
2002C01888,1,19.0,,1
2002C01889,1,41.0,,2
2002C01890,1,33.0,,2
2002C01891,1,54.0,,0
2002C01892,1,51.0,,2
2002C01893,1,59.0,,1
2002C01894,1,18.0,,2
2002C01895,1,18.0,,1
2002C01896,1,27.0,,1
2002C01897,1,48.0,,0
2002C01898,1,20.0,,2
2002C01899,1,37.0,,2
2002C01900,1,67.0,,1
2002C01901,1,26.0,,1
2002C01902,1,71.0,,2
2002C01903,1,62.0,,2
2002C01904,1,38.0,,2
2002C01905,1,49.0,,2
2002C01906,1,27.0,,2
2002C01907,1,71.0,,1
2002C01908,1,45.0,,2
2002C01909,1,24.0,,1
2002C01910,1,67.0,,1
2002C01911,1,25.0,,1
2002C01912,1,24.0,,1
2002C01913,1,52.0,,1
2002C01914,1,49.0,,1
2002C01915,1,51.0,,1
2002C01916,1,42.0,,1
2002C01917,1,52.0,,1
2002C01918,1,76.0,,1
2002C01919,1,27.0,,1
2002C01920,1,19.0,,2
2002C01921,1,60.0,,1
2002C01922,1,20.0,,1
2002C01923,1,72.0,,1
2002C01924,1,37.0,,1
2002C01925,1,72.0,,1
2002C01926,1,64.0,,1
2002C01927,1,29.0,,1
2002C01928,1,19.0,,2
2002C01929,1,62.0,,2
2002C01930,1,21.0,,1
2002C01931,1,20.0,,1
2002C01932,1,37.0,,1
2002C01933,1,44.0,,2
2002C01934,1,32.0,,2
2002C01935,1,43.0,,1
2002C01936,1,76.0,,1
2002C01937,1,52.0,,2
2002C01938,1,66.0,,1
2002C01939,1,44.0,,2
2002C01940,1,54.0,,3
2002C01941,1,53.0,,1
2002C01942,1,44.0,,2
2002C01943,1,21.0,,1
2002C01944,1,20.0,,1
2002C01945,1,23.0,,1
2002C01946,1,53.0,,2
2002C01947,1,66.0,,2
2002C01948,1,41.0,,1
2002C01949,1,42.0,,2
2002C01950,1,25.0,,1
2002C01951,1,19.0,,1
2002C01952,1,44.0,,2
2002C01953,1,21.0,,1
2002C01954,1,44.0,,2
2002C01955,1,59.0,,2
2002C01956,1,55.0,,1
2002C01957,1,52.0,,1
2002C01958,1,49.0,,1
2002C01959,1,46.0,,1
2002C01960,1,45.0,,1
2002C01961,1,18.0,,1
2002C01962,1,34.0,,1
2002C01963,1,20.0,,1
2002C01964,1,40.0,,2
2002C01965,1,25.0,,1
2002C01966,1,60.0,,2
2002C01967,1,75.0,,1
2002C01968,1,30.0,,2
2002C01969,1,49.0,,1
2002C01971,1,18.0,,1
2002C01972,1,54.0,,1
2002C01973,1,49.0,,2
2002C01974,1,17.0,,1
2002C01975,1,55.0,,1
2002C01976,1,38.0,,1
2002C01977,1,17.0,,1
2002C01978,1,49.0,,1
2002C01979,1,61.0,,1
2002C01980,1,41.0,,1
2002C01981,1,52.0,,2
2002C01982,1,23.0,,1
2002C01983,1,54.0,,1
2002C01984,1,33.0,,2
2002C01985,1,64.0,,1
2002C01986,1,64.0,,1
2002C01987,1,24.0,,1
2002C01988,1,79.0,,1
2002C01989,1,26.0,,2
2002C01990,1,37.0,,2
2002C01991,1,42.0,,3
2002C01992,1,26.0,,1
2002C01993,1,51.0,,2
2002C01994,1,,,2
2002C01995,1,50.0,,0
2002C01996,1,43.0,,2
2002C01997,1,43.0,,2
2002C01998,1,19.0,,1
2002C01999,1,55.0,,3
2002C02000,1,37.0,,1
2002C02001,1,55.0,,2
2002C02002,1,60.0,,1
2002C02003,1,25.0,,1
2002C02004,1,51.0,,1
2002C02005,1,17.0,,1
2002C02006,1,24.0,,1
2002C02007,1,33.0,,2
2002C02008,1,33.0,,1
2002C02009,1,26.0,,1
2002C02010,1,69.0,,2
2002C02011,1,35.0,,1
2002C02012,1,22.0,,1
2002C02013,1,58.0,,2
2002C02014,1,50.0,,2
2002C02015,1,40.0,,1
2002C02016,1,34.0,,1
2002C02017,1,79.0,,1
2002C02018,1,62.0,,2
2002C02019,1,33.0,,2
2002C02020,1,37.0,,2
2002C02021,1,37.0,,2
2002C02022,1,26.0,,2
2002C02023,1,35.0,,2
2002C02024,1,59.0,,1
2002C02025,1,34.0,,1
2002C02026,1,26.0,,1
2002C02027,1,28.0,,1
2002C02028,1,63.0,,1
2002C02029,1,31.0,,2
2002C02030,1,35.0,,1
2002C02031,1,65.0,,1
2002C02032,1,25.0,,1
2002C02033,1,46.0,,2
2002C02034,1,72.0,,1
2002C02035,1,61.0,,1
2002C02036,1,46.0,,2
2002C02037,1,19.0,,1
2002C02038,1,,,0
2002C02039,1,82.0,,2
2002C02040,1,39.0,,1
2002C02041,1,34.0,,1
2002C02042,1,52.0,,2
2002C02043,1,29.0,,1
2002C02044,1,61.0,,1
2002C02045,1,45.0,,1
2002C02046,1,,,1
2002C02047,1,88.0,,1
2002C02048,1,19.0,,2
2002C02049,1,59.0,,2
2002C02050,1,62.0,,2
2002C02051,1,43.0,,1
2002C02052,1,53.0,,1
2002C02053,1,44.0,,1
2002C02054,1,63.0,,2
2002C02055,1,78.0,,1
2002C02056,1,58.0,,1
2002C02057,1,67.0,,1
2002C02058,1,45.0,,2
2002C02059,1,57.0,,1
2002C02060,1,32.0,,1
2002C02061,1,78.0,,1
2002C02062,1,22.0,,1
2002C02063,1,55.0,,1
2002C02064,1,42.0,,1
2002C02065,1,29.0,,1
2002C02066,1,38.0,,1
2002C02067,1,56.0,,1
2002C02068,1,61.0,,2
2002C02069,1,61.0,,1
2002C02070,1,36.0,,2
2002C02071,1,62.0,,1
2002C02072,1,32.0,,1
2002C02073,1,45.0,,1
2002C02074,1,24.0,,1
2002C02075,1,74.0,,1
2002C02076,1,20.0,,1
2002C02077,1,62.0,,1
2002C02078,1,20.0,,1
2002C02079,1,51.0,,1
2002C02080,1,21.0,,1
2002C02081,1,80.0,,1
2002C02082,1,56.0,,6
2002C02083,1,30.0,,1
2002C02084,1,53.0,,2
2002C02085,1,55.0,,2
2002C02086,1,,,0
2002C02087,1,56.0,,1
2002C02088,1,71.0,,2
2002C02089,1,68.0,,1
2002C02090,1,31.0,,1
2002C02091,1,18.0,,1
2002C02092,1,68.0,,1
2002C02093,1,51.0,,1
2002C02094,1,33.0,,1
2002C02095,1,28.0,,1
2002C02096,1,53.0,,1
2002C02097,1,20.0,,2
2002C02098,1,48.0,,2
2002C02099,1,47.0,,1
2002C02100,1,66.0,,2
2002C02101,1,18.0,,2
2002C02102,1,18.0,,1
2002C02103,1,77.0,,1
2002C02104,1,45.0,,1
2002C02105,1,20.0,,1
2002C02106,1,34.0,,1
2002C02107,1,64.0,,14
2002C02108,1,39.0,,7
2002C02109,1,27.0,,2
2002C02110,1,63.0,,1
2002C02111,1,,,2
2002C02112,1,30.0,,1
2002C02113,1,38.0,,0
2002C02114,1,67.0,,2
2002C02115,1,81.0,,1
2002C02116,1,53.0,,2
2002C02117,1,31.0,,1
2002C02118,1,39.0,,1
2002C02119,1,51.0,,0
2002C02120,1,62.0,,2
2002C02121,1,,,0
2002C02122,1,35.0,,2
2002C02123,1,28.0,,1
2002C02124,1,54.0,,1
2002C02125,1,43.0,,2
2002C02126,1,31.0,,1
2002C02127,1,38.0,,2
2002C02128,1,54.0,,1
2002C02129,1,41.0,,1
2002C02130,1,35.0,,2
2002C02131,1,33.0,,1
2002C02132,1,59.0,,1
2002C02133,1,,,0
2002C02134,1,64.0,,0
2002C02135,1,35.0,,2
2002C02136,1,58.0,,1
2002C02137,1,35.0,,2
2002C02138,1,17.0,,2
2002C02139,1,41.0,,1
2002C02140,1,42.0,,2
2002C02141,1,52.0,,1
2002C02142,1,40.0,,1
2002C02143,1,23.0,,2
2002C02144,1,33.0,,2
2002C02145,1,74.0,,1
2002C02146,1,20.0,,1
2002C02147,1,60.0,,1
2002C02148,1,26.0,,1
2002C02149,1,47.0,,2
2002C02150,1,55.0,,1
2002C02151,1,58.0,,1
2002C02152,1,32.0,,1
2002C02153,1,65.0,,2
2002C02154,1,57.0,,1
2002C02155,1,64.0,,1
2002C02156,1,28.0,,2
2002C02157,1,43.0,,1
2002C02158,1,39.0,,1
2002C02159,1,51.0,,2
2002C02161,1,31.0,,1
2002C02162,1,60.0,,1
2002C02163,1,20.0,,1
2002C02164,1,45.0,,1
2002C02165,1,49.0,,1
2002C02166,1,47.0,,1
2002C02167,1,64.0,,1
2002C02168,1,47.0,,0
2002C02169,1,17.0,,2
2002C02170,1,38.0,,1
2002C02171,1,48.0,,2
2002C02172,1,37.0,,1
2002C02173,1,23.0,,2
2002C02174,1,61.0,,1
2002C02175,1,54.0,,1
2002C02176,1,18.0,,2
2002C02177,1,44.0,,2
2002C02178,1,34.0,,0
2002C02179,1,18.0,,2
2002C02180,1,33.0,,1
2002C02181,1,50.0,,2
2002C02182,1,48.0,,1
2002C02183,1,34.0,,12
2002C02184,1,61.0,,2
2002C02185,1,64.0,,2
2002C02186,1,18.0,,1
2002C02187,1,19.0,,2
2002C02188,1,74.0,,1
2002C02189,1,18.0,,2
2002C02190,1,39.0,,4
2002C02191,1,21.0,,1
2002C02192,1,31.0,,2
2002C02193,1,52.0,,1
2002C02194,1,17.0,,1
2002C02195,1,,,1
2002C02196,1,65.0,,2
2002C02197,1,41.0,,1
2002C02198,1,46.0,,1
2002C02199,1,49.0,,1
2002C02200,1,79.0,,1
2002C02201,1,47.0,,2
2002C02202,1,19.0,,2
2002C02203,1,64.0,,1
2002C02204,1,52.0,,2
2002C02205,1,68.0,,2
2002C02206,1,56.0,,1
2002C02207,1,57.0,,2
2002C02208,1,34.0,,1
2002C02209,1,55.0,,1
2002C02210,1,48.0,,1
2002C02211,1,35.0,,1
2002C02212,1,65.0,,1
2002C02213,1,24.0,,1
2002C02214,1,30.0,,1
2002C02215,1,28.0,,1
2002C02216,1,42.0,,1
2002C02217,1,66.0,,2
2002C02218,1,54.0,,1
2002C02219,1,20.0,,1
2002C02220,1,71.0,,2
2002C02221,1,66.0,,1
2002C02222,1,55.0,,2
2002C02223,1,18.0,,2
2002C02224,1,48.0,,2
2002C02225,1,19.0,,2
2002C02226,1,17.0,,1
2002C02228,1,55.0,,2
2002C02229,1,55.0,,1
2002C02230,1,54.0,,1
2002C02231,1,66.0,,2
2002C02232,1,32.0,,2
2002C02233,1,18.0,,1
2002C02234,1,,,1
2002C02235,1,37.0,,2
2002C02236,1,51.0,,1
2002C02237,1,54.0,,1
2002C02238,1,28.0,,2
2002C02239,1,37.0,,1
2002C02240,1,39.0,,1
2002C02241,1,95.0,,1
2002C02242,1,50.0,,2
2002C02243,1,52.0,,1
2002C02244,1,56.0,,1
2002C02245,1,56.0,,1
2002C02246,1,21.0,,1
2002C02247,1,27.0,,2
2002C02248,1,44.0,,1
2002C02249,1,52.0,,2
2002C02250,1,45.0,,2
2002C02251,1,50.0,,0
2002C02252,1,24.0,,2
2002C02253,1,65.0,,1
2002C02254,1,20.0,,2
2002C02255,1,24.0,,1
2002C02256,1,29.0,,1
2002C02257,1,48.0,,2
2002C02258,1,61.0,,1
2002C02259,1,45.0,,2
2002C02260,1,62.0,,1
2002C02261,1,78.0,,1
2002C02262,1,23.0,,1
2002C02263,1,52.0,,2
2002C02264,1,17.0,,2
2002C02265,1,53.0,,2
2002C02266,1,20.0,,1
2002C02267,1,40.0,,2
2002C02268,1,39.0,,1
2002C02269,1,66.0,,2
2002C02270,1,45.0,,1
2002C02271,1,,,1
2002C02272,1,54.0,,2
2002C02273,1,38.0,,2
2002C02274,1,70.0,,1
2002C02275,1,47.0,,2
2002C02276,1,41.0,,1
2002C02277,1,67.0,,1
2002C02278,1,39.0,,2
2002C02279,1,27.0,,1
2002C02280,1,42.0,,2
2002C02281,1,25.0,,2
2002C02282,1,18.0,,1
2002C02283,1,25.0,,1
2002C02284,1,29.0,,2
2002C02285,1,44.0,,14
2002C02286,1,31.0,,2
2002C02287,1,21.0,,2
2002C02288,1,19.0,,1
2002C02289,1,78.0,,1
2002C02290,1,17.0,,1
2002C02291,1,59.0,,1
2002C02292,1,52.0,,1
2002C02293,1,17.0,,1
2002C02294,1,33.0,,1
2002C02295,1,22.0,,1
2002C02296,1,19.0,,1
2002C02297,1,44.0,,1
2002C02298,1,24.0,,0
2002C02299,1,61.0,,1
2002C02300,1,43.0,,1
2002C02301,1,32.0,,2
2002C02302,1,58.0,,1
2002C02303,1,38.0,,1
2002C02304,1,32.0,,1
2002C02305,1,50.0,,2
2002C02306,1,59.0,,1
2002C02307,1,17.0,,1
2002C02308,1,22.0,,1
2002C02309,1,,,0
2002C02310,1,47.0,,2
2002C02311,1,24.0,,1
2002C02312,1,53.0,,2
2002C02313,1,18.0,,2
2002C02314,1,59.0,,2
2002C02315,1,50.0,,1
2002C02316,1,24.0,,2
2002C02317,1,47.0,,1
2002C02318,1,,,2
2002C02319,1,49.0,,2
2002C02320,1,30.0,,1
2002C02321,1,75.0,,2
2002C02322,1,34.0,,1
2002C02323,1,56.0,,1
2002C02324,1,23.0,,2
2002C02325,1,58.0,,1
2002C02326,1,20.0,,1
2002C02327,1,43.0,,2
2002C02328,1,44.0,,2
2002C02329,1,73.0,,1
2002C02330,1,23.0,,1
2002C02331,1,28.0,,1
2002C02332,1,21.0,,1
2002C02333,1,36.0,,1
2002C02334,1,36.0,,2
2002C02335,1,45.0,,1
2002C02336,1,32.0,,1
2002C02337,1,64.0,,2
2002C02338,1,37.0,,2
2002C02339,1,26.0,,1
2002C02340,1,78.0,,1
2002C02341,1,49.0,,1
2002C02342,1,50.0,,1
2002C02343,1,62.0,,1
2002C02344,1,43.0,,2
2002C02345,1,19.0,,1
2002C02346,1,65.0,,2
2002C02347,1,41.0,,2
2002C02348,1,60.0,,1
2002C02349,1,28.0,,1
2002C02350,1,49.0,,2
2002C02351,1,81.0,,1
2002C02352,1,40.0,,6
2002C02353,1,50.0,,1
2002C02354,1,25.0,,1
2002C02355,1,18.0,,1
2002C02356,1,39.0,,1
2002C02357,1,52.0,,2
2002C02358,1,52.0,,1
2002C02359,1,19.0,,1
2002C02360,1,49.0,,2
2002C02361,1,84.0,,1
2002C02362,1,49.0,,2
2002C02363,1,42.0,,1
2002C02364,1,47.0,,2
2002C02365,1,35.0,,1
2002C02366,1,19.0,,1
2002C02367,1,57.0,,2
2002C02368,1,20.0,,1
2002C02369,1,52.0,,2
2002C02370,1,72.0,,2
2002C02371,1,40.0,,2
2002C02372,1,46.0,,2
2002C02373,1,46.0,,6
2002C02375,1,25.0,,1
2002C02376,1,20.0,,1
2002C02377,1,25.0,,0
2002C02378,1,42.0,,1
2002C02379,1,25.0,,2
2002C02380,1,55.0,,1
2002C02381,1,49.0,,2
2002C02382,1,22.0,,1
2002C02383,1,56.0,,1
2002C02384,1,78.0,,1
2002C02385,1,,,1
2002C02386,1,28.0,,1
2002C02387,1,49.0,,2
2002C02388,1,61.0,,6
2002C02389,1,43.0,,2
2002C02390,1,74.0,,2
2002C02391,1,50.0,,2
2002C02392,1,35.0,,12
2002C02393,1,32.0,,1
2002C02394,1,43.0,,2
2002C02395,1,49.0,,1
2002C02396,1,61.0,,1
2002C02397,1,21.0,,2
2002C02398,1,72.0,,2
2002C02399,1,39.0,,1
2002C02400,1,25.0,,2
2002C02401,1,,,0
2002C02402,1,41.0,,1
2002C02404,1,28.0,,1
2002C02405,1,55.0,,2
2002C02406,1,46.0,,2
2002C02407,1,45.0,,2
2002C02408,1,23.0,,1
2002C02409,1,,,2
2002C02410,1,45.0,,2
2002C02411,1,49.0,,1
2002C02412,1,40.0,,2
2002C02413,1,37.0,,1
2002C02414,1,70.0,,2
2002C02415,1,38.0,,2
2002C02416,1,41.0,,2
2002C02417,1,26.0,,1
2002C02418,1,52.0,,1
2002C02419,1,58.0,,1
2002C02420,1,49.0,,2
2002C02421,1,,,0
2002C02422,1,34.0,,2
2002C02423,1,67.0,,1
2002C02424,1,77.0,,1
2002C02425,1,31.0,,1
2002C02426,1,25.0,,1
2002C02427,1,58.0,,2
2002C02428,1,29.0,,1
2002C02429,1,63.0,,1
2002C02430,1,37.0,,1
2002C02431,1,55.0,,2
2002C02432,1,45.0,,1
2002C02434,1,56.0,,6
2002C02435,1,45.0,,2
2002C02436,1,28.0,,1
2002C02437,1,26.0,,2
2002C02438,1,22.0,,1
2002C02439,1,18.0,,2
2002C02440,1,68.0,,1
2002C02441,1,74.0,,2
2002C02442,1,38.0,,1
2002C02443,1,47.0,,6
2002C02444,1,55.0,,1
2002C02445,1,54.0,,2
2002C02446,1,50.0,,1
2002C02447,1,32.0,,1
2002C02448,1,38.0,,2
2002C02449,1,71.0,,1
2002C02450,1,50.0,,2
2002C02451,1,41.0,,2
2002C02452,1,24.0,,1
2002C02453,1,75.0,,1
2002C02454,1,51.0,,2
2002C02455,1,19.0,,1
2002C02456,1,47.0,,2
2002C02457,1,52.0,,2
2002C02459,1,40.0,,1
2002C02460,1,65.0,,2
2002C02461,1,46.0,,1
2002C02462,1,55.0,,2
2002C02463,1,63.0,,0
2002C02464,1,39.0,,2
2002C02465,1,61.0,,2
2002C02466,1,36.0,,2
2002C02467,1,60.0,,1
2002C02468,1,53.0,,1
2002C02469,1,51.0,,2
2002C02470,1,29.0,,1
2002C02471,1,21.0,,1
2002C02472,1,53.0,,2
2002C02473,1,55.0,,1
2002C02474,1,57.0,,1
2002C02475,1,60.0,,2
2002C02476,1,52.0,,2
2002C02477,1,46.0,,2
2002C02478,1,40.0,,2
2002C02479,1,58.0,,2
2002C02480,1,51.0,,1
2002C02481,1,56.0,,0
2002C02482,1,,,3
2002C02483,1,31.0,,2
2002C02484,1,54.0,,1
2002C02485,1,54.0,,1
2002C02486,1,35.0,,1
2002C02487,1,79.0,,1
2002C02488,1,46.0,,1
2002C02489,1,60.0,,1
2002C02490,1,50.0,,2
2002C02491,1,59.0,,1
2002C02492,1,25.0,,0
2002C02493,1,54.0,,1
2002C02494,1,33.0,,1
2002C02495,1,50.0,,1
2002C02496,1,30.0,,1
2002C02497,1,58.0,,2
2002C02498,1,27.0,,1
2002C02499,1,45.0,,1
2002C02500,1,47.0,,1
2002C02501,1,62.0,,1
2002C02502,1,30.0,,1
2002C02503,1,41.0,,1
2002C02504,1,45.0,,1
2002C02505,1,68.0,,2
2002C02506,1,36.0,,1
2002C02507,1,,,2
2002C02508,1,40.0,,1
2002C02509,1,42.0,,1
2002C02510,1,46.0,,1
2002C02511,1,46.0,,2
2002C02512,1,69.0,,1
2002C02513,1,67.0,,1
2002C02514,1,31.0,,12
2002C02515,1,38.0,,1
2002C02516,1,17.0,,1
2002C02517,1,50.0,,0
2002C02518,1,21.0,,1
2002C02519,1,,,2
2002C02520,1,24.0,,1
2002C02521,1,42.0,,1
2002C02522,1,48.0,,2
2002C02523,1,,,1
2002C02524,1,53.0,,2
2002C02525,1,18.0,,1
2002C02526,1,23.0,,1
2002C02527,1,30.0,,2
2002C02528,1,18.0,,2
2002C02529,1,43.0,,1
2002C02530,1,80.0,,2
2002C02531,1,71.0,,1
2002C02532,1,17.0,,1
2002C02533,1,51.0,,2
2002C02534,1,43.0,,1
2002C02535,1,38.0,,2
2002C02536,1,67.0,,2
2002C02537,1,55.0,,1
2002C02538,1,28.0,,1
2002C02539,1,39.0,,2
2002C02540,1,63.0,,1
2002C02541,1,49.0,,2
2002C02542,1,30.0,,12
2002C02543,1,43.0,,1
2002C02544,1,69.0,,1
2002C02545,1,45.0,,1
2002C02546,1,54.0,,1
2002C02547,1,35.0,,2
2002C02548,1,77.0,,2
2002C02549,1,53.0,,1
2002C02551,1,48.0,,1
2002C02552,1,44.0,,1
2002C02553,1,47.0,,1
2002C02554,1,69.0,,2
2002C02555,1,73.0,,1
2002C02556,1,43.0,,1
2002C02557,1,51.0,,2
2002C02558,1,,,1
2002C02559,1,43.0,,3
2002C02560,1,82.0,,1
2002C02561,1,39.0,,1
2002C02562,1,57.0,,1
2002C02563,1,35.0,,1
2002C02564,1,49.0,,2
2002C02565,1,52.0,,1
2002C02566,1,24.0,,1
2002C02567,1,45.0,,1
2002C02568,1,50.0,,1
2002C02569,1,38.0,,2
2002C02570,1,89.0,,2
2002C02571,1,43.0,,1
2002C02572,1,44.0,,2
2002C02573,1,,,0
2002C02574,1,35.0,,1
2002C02575,1,63.0,,1
2002C02576,1,48.0,,1
2002C02577,1,42.0,,2
2002C02578,1,74.0,,2
2002C02579,1,55.0,,1
2002C02580,1,47.0,,2
2002C02581,1,55.0,,2
2002C02582,1,58.0,,1
2002C02583,1,17.0,,2
2002C02584,1,66.0,,2
2002C02585,1,58.0,,1
2002C02586,1,26.0,,1
2002C02587,1,33.0,,1
2002C02588,1,42.0,,0
2002C02589,1,17.0,,1
2002C02590,1,52.0,,2
2002C02591,1,52.0,,1
2002C02592,1,48.0,,1
2002C02593,1,68.0,,1
2002C02594,1,71.0,,1
2002C02595,1,18.0,,1
2002C02596,1,22.0,,1
2002C02597,1,41.0,,1
2002C02598,1,66.0,,2
2002C02599,1,54.0,,1
2002C02600,1,74.0,,1
2002C02601,1,55.0,,1
2002C02602,1,36.0,,1
2002C02603,1,58.0,,1
2002C02604,1,77.0,,2
2002C02605,1,29.0,,1
2002C02606,1,44.0,,1
2002C02607,1,44.0,,1
2002C02608,1,46.0,,1
2002C02609,1,72.0,,2
2002C02610,1,45.0,,2
2002C02611,1,16.0,,1
2002C02612,1,59.0,,2
2002C02613,1,56.0,,2
2002C02614,1,49.0,,1
2002C02615,1,60.0,,2
2002C02616,1,64.0,,1
2002C02617,1,31.0,,1
2002C02618,1,52.0,,1
2002C02619,1,68.0,,1
2002C02620,1,36.0,,1
2002C02621,1,38.0,,2
2002C02622,1,32.0,,1
2002C02623,1,29.0,,1
2002C02624,1,66.0,,1
2002C02625,1,41.0,,1
2002C02626,1,44.0,,1
2002C02627,1,41.0,,12
2002C02628,1,29.0,,12
2002C02629,1,42.0,,2
2002C02630,1,75.0,,2
2002C02631,1,36.0,,1
2002C02632,1,27.0,,1
2002C02633,1,35.0,,1
2002C02634,1,47.0,,0
2002C02635,1,30.0,,2
2002C02637,1,56.0,,1
2002C02638,1,61.0,,1
2002C02639,1,51.0,,2
2002C02640,1,31.0,,1
2002C02641,1,57.0,,2
2002C02642,1,19.0,,2
2002C02643,1,39.0,,2
2002C02644,1,44.0,,2
2002C02645,1,39.0,,1
2002C02646,1,31.0,,1
2002C02647,1,63.0,,1
2002C02648,1,32.0,,2
2002C02649,1,40.0,,1
2002C02650,1,22.0,,2
2002C02651,1,65.0,,2
2002C02652,1,46.0,,1
2002C02653,1,60.0,,1
2002C02654,1,60.0,,1
2002C02655,1,37.0,,1
2002C02656,1,38.0,,1
2002C02657,1,39.0,,2
2002C02658,1,25.0,,1
2002C02659,1,47.0,,1
2002C02660,1,77.0,,1
2002C02661,1,56.0,,1
2002C02662,1,38.0,,0
2002C02663,1,59.0,,2
2002C02664,1,38.0,,1
2002C02665,1,47.0,,3
2002C02666,1,75.0,,1
2002C02667,1,31.0,,1
2002C02668,1,49.0,,1
2002C02669,1,27.0,,1
2002C02670,1,35.0,,2
2002C02671,1,48.0,,1
2002C02672,1,70.0,,2
2002C02673,1,30.0,,1
2002C02674,1,53.0,,1
2002C02675,1,55.0,,2
2002C02676,1,42.0,,1
2002C02677,1,32.0,,1
2002C02678,1,63.0,,1
2002C02679,1,21.0,,1
2002C02680,1,62.0,,2
2002C02681,1,45.0,,2
2002C02682,1,51.0,,1
2002C02683,1,29.0,,1
2002C02684,1,77.0,,2
2002C02685,1,26.0,,1
2002C02686,1,39.0,,1
2002C02687,1,,,1
2002C02688,1,59.0,,1
2002C02689,1,61.0,,1
2002C02690,1,40.0,,1
2002C02691,1,49.0,,1
2002C02692,1,65.0,,1
